12:20:22,-1.0,-1.0,0,0,
12:20:22,-1.0,-1.0,0,0,
12:20:22,-1.0,-1.0,0,0,
12:20:23,-1.0,-1.0,0,0,
12:20:23,-1.0,-1.0,0,0,
12:20:23,-1.0,-1.0,0,0,
12:20:23,-1.0,-1.0,0,0,
12:20:23,-1.0,-1.0,0,0,
12:20:23,-1.0,-1.0,0,0,
12:20:23,-1.0,-1.0,0,0,
12:20:24,-1.0,-1.0,0,0,
12:20:24,-1.0,-1.0,0,0,
12:20:24,-1.0,-1.0,0,0,
12:20:24,-1.0,-1.0,0,0,
12:20:24,-1.0,-1.0,0,0,
12:20:24,0.0,0.0,0,0,
12:20:24,0.0,0.0,0,0,
12:20:24,0.0,0.0,0,0,
12:20:25,0.0,0.0,0,0,
12:20:25,0.0,0.0,0,0,
12:20:25,0.0,0.0,0,0,
12:20:25,0.0,0.0,0,0,
12:20:25,0.0,0.0,0,0,
12:20:25,0.0,0.0,0,0,
12:20:25,0.0,0.0,0,0,
12:20:25,0.0,0.0,0,0,
12:20:25,0.0,0.0,0,0,
12:20:26,0.0,0.0,0,0,
12:20:26,0.0,0.0,0,0,
12:20:26,0.0,0.0,0,0,
12:20:26,0.0,0.0,0,0,
12:20:26,0.0,0.0,0,0,
12:20:26,0.0,0.0,0,0,
12:20:26,0.0,0.0,0,0,
12:20:26,0.0,0.0,0,0,
12:20:26,0.0,0.0,0,0,
12:20:27,0.0,0.0,0,0,
12:20:27,0.0,0.0,0,0,
12:20:27,0.0,0.0,0,0,
12:20:27,0.0,0.0,0,0,
12:20:27,0.0,0.0,0,0,
12:20:27,30.0,38.0,0,0,
12:20:27,30.0,38.0,0,0,
12:20:27,30.0,38.0,0,0,
12:20:27,30.0,38.0,0,0,
12:20:28,30.0,38.0,0,0,
12:20:28,30.0,38.0,0,0,
12:20:28,30.0,38.0,0,0,
12:20:28,30.0,38.0,0,0,
12:20:28,30.0,38.0,0,0,
12:20:28,54.0,29.0,0,0,
12:20:28,54.0,29.0,0,0,
12:20:28,54.0,29.0,0,0,
12:20:28,54.0,29.0,0,0,
12:20:28,54.0,29.0,0,0,
12:20:29,54.0,29.0,0,0,
12:20:29,54.0,29.0,0,0,
12:20:29,54.0,29.0,0,0,
12:20:29,54.0,29.0,0,0,
12:20:29,57.0,35.0,0,0,
12:20:29,57.0,35.0,0,0,
12:20:29,57.0,35.0,0,0,
12:20:29,57.0,35.0,0,0,
12:20:29,57.0,35.0,0,0,
12:20:30,57.0,35.0,0,0,
12:20:30,57.0,35.0,0,0,
12:20:30,57.0,35.0,0,0,
12:20:30,57.0,35.0,0,0,
12:20:30,57.0,35.0,0,0,
12:20:30,81.0,34.0,0,0,
12:20:30,81.0,34.0,0,0,
12:20:30,81.0,34.0,0,0,
12:20:30,81.0,34.0,0,0,
12:20:31,81.0,34.0,0,0,
12:20:31,81.0,34.0,0,0,
12:20:31,81.0,34.0,0,0,
12:20:31,81.0,34.0,0,0,
12:20:31,81.0,34.0,0,0,
12:20:31,93.0,40.0,0,0,
12:20:31,93.0,40.0,0,0,
12:20:31,93.0,40.0,0,0,
12:20:31,93.0,40.0,0,0,
12:20:32,93.0,40.0,0,0,
12:20:32,93.0,40.0,0,0,
12:20:32,93.0,40.0,0,0,
12:20:32,93.0,40.0,-1,0,
12:20:32,93.0,40.0,-1,0,
12:20:32,78.0,51.0,-1,0,
